newbookid,ratings_count,average_rating,predicted_rating
2841,33228,3.98,4.0
2315,33225,4.1,4.0
3220,33220,4.77,5.0
2903,33220,4.13,4.0
3696,33217,3.71,4.0
4239,33209,3.81,4.0
3684,33178,4.25,4.0
3739,33172,4.17,4.0
2420,33160,3.8,4.0
2940,33145,4.2,4.0
1888,33132,4.26,4.0
2119,33100,3.68,4.0
3120,33097,4.16,4.0
3311,33086,3.75,4.0
2839,33076,4.21,4.0
2735,33070,3.83,4.0
2651,33061,3.83,4.0
3646,33049,4.01,4.0
2843,33028,4.11,4.0
4699,33026,4.05,4.0
2591,33025,3.83,4.0
3400,33023,4.19,4.0
2993,33015,4.57,5.0
3415,33000,4.03,4.0
3674,32994,3.8,4.0
2255,32991,4.03,4.0
3909,32986,3.58,4.0
3655,32972,4.14,4.0
3238,32944,4.07,4.0
4287,32918,4.2,4.0
3676,32917,3.79,4.0
2778,32914,4.04,4.0
2575,32907,4.03,4.0
4032,32890,3.77,4.0
4059,32885,4.2,4.0
3131,32880,3.92,4.0
2623,32875,4.22,4.0
3055,32869,4.27,4.0
3085,32867,4.08,4.0
3299,32861,3.99,4.0
2610,32858,4.17,4.0
3164,32846,3.86,4.0
3398,32830,4.15,4.0
2920,32818,4.45,4.0
4416,32807,3.92,4.0
4074,32793,4.31,4.0
3258,32785,4.21,4.0
4609,32763,3.85,4.0
2840,32761,4.21,4.0
2974,32755,3.7,4.0
3302,32754,4.1,4.0
2714,32751,3.97,4.0
2542,32751,3.96,4.0
2871,32744,3.62,4.0
3579,32743,4.15,4.0
3277,32734,3.71,4.0
3848,32733,3.83,4.0
3234,32709,4.09,4.0
3252,32699,3.96,4.0
2999,32675,3.73,4.0
3524,32670,3.98,4.0
2660,32641,4.15,4.0
3094,32639,3.98,4.0
2635,32637,3.4,3.0
1222,32626,4.06,4.0
4335,32623,3.83,4.0
2722,32611,4.16,4.0
7819,32610,4.62,5.0
4137,32610,4.37,4.0
3020,32568,4.18,4.0
2759,32564,3.76,4.0
3330,32544,4.59,5.0
3114,32519,4.14,4.0
3681,32516,4.18,4.0
2422,32507,3.81,4.0
2697,32506,3.85,4.0
2620,32504,4.43,4.0
3174,32496,4.58,5.0
3629,32493,4.09,4.0
4578,32491,4.34,4.0
4889,32490,4.18,4.0
2824,32490,4.09,4.0
3260,32490,3.67,4.0
4096,32489,4.26,4.0
4607,32457,3.77,4.0
3177,32455,3.92,4.0
3413,32443,3.74,4.0
2860,32426,4.14,4.0
4061,32401,3.75,4.0
2904,32386,4.6,5.0
3331,32362,4.48,4.0
3576,32360,4.53,5.0
4275,32358,4.41,4.0
2977,32340,4.26,4.0
2869,32337,4.3,4.0
2380,32333,3.85,4.0
2497,32323,3.96,4.0
2834,32313,3.74,4.0
2776,32300,4.13,4.0
3361,32296,3.96,4.0
2882,32275,4.04,4.0
2328,32267,3.95,4.0
2979,32255,3.78,4.0
2668,32253,4.19,4.0
4072,32251,4.12,4.0
2627,32247,4.37,4.0
2969,32238,4.0,4.0
3108,32218,4.22,4.0
3145,32211,4.32,4.0
3077,32208,4.01,4.0
4258,32191,4.21,4.0
2902,32185,3.77,4.0
4630,32178,4.51,5.0
2863,32176,3.98,4.0
2761,32170,4.3,4.0
2683,32163,4.29,4.0
4267,32159,3.85,4.0
3797,32143,3.91,4.0
3095,32139,4.01,4.0
3089,32129,3.99,4.0
3418,32127,4.12,4.0
3638,32105,3.62,4.0
3783,32089,4.26,4.0
1884,32084,3.4,3.0
2876,32048,4.05,4.0
3784,32034,3.92,4.0
3283,32029,4.07,4.0
2758,32016,4.03,4.0
3250,32002,3.98,4.0
3202,32000,3.82,4.0
3730,31993,4.17,4.0
3571,31983,4.16,4.0
3955,31971,4.09,4.0
4637,31967,4.21,4.0
2622,31963,3.72,4.0
3125,31944,3.91,4.0
4606,31942,4.4,4.0
3127,31937,3.84,4.0
3622,31911,3.74,4.0
4595,31897,4.17,4.0
2872,31886,4.08,4.0
3289,31883,3.72,4.0
3865,31874,4.26,4.0
2595,31864,4.3,4.0
3135,31854,4.2,4.0
3229,31851,3.64,4.0
3771,31847,3.94,4.0
3102,31780,3.9,4.0
2555,31774,3.93,4.0
3297,31771,3.71,4.0
2066,31765,4.34,4.0
3592,31763,4.39,4.0
3973,31757,3.94,4.0
3291,31744,3.96,4.0
2527,31741,3.93,4.0
2880,31735,3.98,4.0
4153,31721,4.17,4.0
4095,31710,3.97,4.0
2652,31692,4.2,4.0
3034,31686,4.13,4.0
2890,31685,3.8,4.0
4438,31652,4.2,4.0
3610,31643,4.33,4.0
3170,31640,3.78,4.0
3573,31633,3.48,3.0
3165,31617,3.69,4.0
2922,31616,4.3,4.0
3033,31610,3.92,4.0
2699,31606,4.33,4.0
3828,31604,4.0,4.0
4266,31598,4.04,4.0
2909,31583,3.38,3.0
2831,31579,4.0,4.0
3513,31572,4.3,4.0
4496,31557,3.91,4.0
3244,31537,4.19,4.0
3778,31517,3.9,4.0
3053,31499,4.3,4.0
3410,31485,4.05,4.0
3412,31445,3.79,4.0
3119,31435,4.0,4.0
2835,31399,4.07,4.0
3838,31395,4.19,4.0
4291,31388,3.94,4.0
2895,31377,3.81,4.0
3861,31362,4.27,4.0
2911,31341,4.13,4.0
3083,31336,4.24,4.0
3341,31333,3.8,4.0
3685,31325,4.12,4.0
2966,31309,4.16,4.0
2799,31308,4.31,4.0
3015,31294,3.79,4.0
4158,31278,4.42,4.0
3029,31276,3.89,4.0
2463,31271,3.42,3.0
3316,31265,3.98,4.0
2558,31249,3.61,4.0
3595,31242,3.72,4.0
3343,31235,4.21,4.0
3069,31215,4.1,4.0
3042,31191,3.8,4.0
4055,31185,3.7,4.0
3021,31174,4.04,4.0
3515,31129,4.27,4.0
4597,31111,4.35,4.0
2870,31073,3.85,4.0
2958,31070,3.92,4.0
3071,31061,3.88,4.0
3340,31035,3.38,3.0
1935,31029,4.0,4.0
4194,31018,3.85,4.0
3159,30993,3.62,4.0
4900,30993,4.15,4.0
3504,30973,3.84,4.0
3640,30945,4.35,4.0
4982,30934,3.71,4.0
4674,30926,4.29,4.0
3432,30926,4.31,4.0
2914,30919,4.17,4.0
3247,30894,4.16,4.0
3224,30884,4.26,4.0
2624,30841,3.74,4.0
3362,30834,4.16,4.0
2855,30834,3.83,4.0
3497,30831,4.12,4.0
3236,30831,4.01,4.0
3280,30829,3.49,3.0
3881,30807,3.97,4.0
3514,30804,3.98,4.0
2751,30790,4.23,4.0
2693,30788,3.9,4.0
4297,30759,3.77,4.0
3059,30756,3.81,4.0
3531,30752,3.98,4.0
3872,30745,4.36,4.0
3080,30741,4.18,4.0
3223,30724,4.21,4.0
2762,30713,3.32,3.0
5226,30703,4.0,4.0
2996,30701,4.23,4.0
6624,30692,4.03,4.0
3465,30691,4.36,4.0
2811,30688,4.04,4.0
2912,30676,3.83,4.0
2798,30675,4.36,4.0
3196,30664,4.14,4.0
3831,30618,4.05,4.0
2887,30617,4.3,4.0
3118,30608,3.82,4.0
3027,30599,3.94,4.0
3954,30596,4.14,4.0
2952,30595,4.03,4.0
3230,30592,3.94,4.0
2805,30583,3.75,4.0
3405,30578,4.25,4.0
3231,30577,3.99,4.0
3389,30570,4.15,4.0
4068,30537,4.05,4.0
4114,30535,4.34,4.0
2930,30531,3.76,4.0
3912,30517,4.07,4.0
4020,30515,3.8,4.0
4317,30506,3.88,4.0
3587,30504,4.23,4.0
3366,30500,4.04,4.0
4405,30471,4.04,4.0
3099,30469,3.41,3.0
3228,30468,3.57,4.0
1719,30426,3.99,4.0
4252,30424,4.2,4.0
2997,30415,3.38,3.0
3067,30395,3.96,4.0
1691,30395,3.93,4.0
3559,30379,3.5,4.0
3211,30367,4.23,4.0
3070,30332,3.97,4.0
3570,30330,3.97,4.0
2984,30326,3.98,4.0
3945,30324,3.64,4.0
3633,30320,3.3,3.0
3382,30318,3.79,4.0
3558,30313,3.53,4.0
4714,30304,4.43,4.0
3889,30299,4.29,4.0
3152,30286,4.12,4.0
3324,30283,3.96,4.0
3989,30283,4.03,4.0
3626,30272,3.89,4.0
2812,30270,4.43,4.0
3395,30267,3.8,4.0
2536,30255,4.12,4.0
3735,30254,4.01,4.0
2986,30250,3.9,4.0
4943,30249,4.32,4.0
3200,30228,4.07,4.0
3924,30226,3.94,4.0
3279,30221,4.18,4.0
3149,30200,3.48,3.0
2989,30199,3.92,4.0
3281,30193,4.27,4.0
3329,30180,3.94,4.0
2935,30177,4.01,4.0
3353,30171,4.24,4.0
4525,30169,3.99,4.0
3056,30166,4.61,5.0
4062,30157,3.62,4.0
3554,30154,3.82,4.0
3195,30135,4.16,4.0
2897,30125,3.53,4.0
3092,30121,3.75,4.0
3920,30089,4.12,4.0
2803,30081,4.32,4.0
3303,30066,4.07,4.0
4328,30049,4.18,4.0
3041,30048,3.82,4.0
2936,30040,3.92,4.0
4478,29980,4.05,4.0
3440,29973,4.02,4.0
3795,29962,3.93,4.0
3611,29952,4.03,4.0
2917,29946,3.44,3.0
2253,29944,4.46,4.0
3496,29943,4.12,4.0
3537,29934,3.71,4.0
4925,29922,4.07,4.0
5233,29920,4.13,4.0
2973,29913,3.69,4.0
3921,29896,3.63,4.0
3270,29862,3.79,4.0
2739,29859,4.07,4.0
3327,29848,4.31,4.0
3385,29834,3.78,4.0
4523,29821,3.79,4.0
2983,29817,4.01,4.0
3117,29812,3.87,4.0
4248,29809,3.97,4.0
2837,29807,4.22,4.0
2865,29805,3.73,4.0
3742,29797,3.82,4.0
3130,29796,4.39,4.0
3750,29791,3.58,4.0
3222,29777,4.1,4.0
4195,29759,4.41,4.0
4468,29756,4.12,4.0
3498,29749,3.65,4.0
3097,29747,4.11,4.0
4891,29747,4.17,4.0
3225,29745,4.15,4.0
4166,29726,3.93,4.0
3171,29721,3.99,4.0
3310,29721,3.78,4.0
3474,29695,3.45,3.0
3162,29695,4.05,4.0
3463,29685,4.07,4.0
2763,29684,4.16,4.0
4656,29676,4.14,4.0
2878,29675,3.97,4.0
3600,29667,3.81,4.0
3583,29665,3.94,4.0
3381,29663,4.25,4.0
2398,29639,3.98,4.0
3402,29598,3.85,4.0
3294,29596,4.01,4.0
3464,29586,3.81,4.0
3623,29586,4.17,4.0
2932,29577,3.91,4.0
3915,29574,3.97,4.0
3814,29573,3.83,4.0
3338,29562,4.09,4.0
3672,29556,4.44,4.0
4694,29556,4.49,4.0
3806,29555,4.15,4.0
2112,29554,4.04,4.0
3148,29553,3.35,3.0
3024,29552,3.8,4.0
4131,29544,4.14,4.0
4530,29502,4.29,4.0
3665,29492,4.13,4.0
3100,29474,4.16,4.0
4798,29460,4.15,4.0
2774,29456,3.71,4.0
5049,29444,3.81,4.0
4355,29429,4.44,4.0
3141,29416,4.11,4.0
4409,29416,4.04,4.0
4574,29414,4.26,4.0
3016,29409,4.61,5.0
3538,29406,4.14,4.0
4410,29401,3.93,4.0
3546,29397,4.42,4.0
4232,29389,4.33,4.0
2866,29389,3.89,4.0
3444,29375,4.21,4.0
3335,29372,3.96,4.0
2879,29369,3.7,4.0
2772,29369,4.2,4.0
3332,29364,3.92,4.0
3839,29341,3.87,4.0
4859,29333,4.27,4.0
4265,29315,4.26,4.0
3593,29308,4.41,4.0
3594,29283,3.74,4.0
3348,29278,3.97,4.0
4513,29277,4.16,4.0
3532,29273,4.19,4.0
4646,29261,3.9,4.0
4615,29260,4.22,4.0
3307,29258,4.09,4.0
3012,29257,4.13,4.0
2664,29256,4.25,4.0
3098,29250,4.26,4.0
3383,29231,3.53,4.0
3105,29216,4.22,4.0
3064,29215,3.92,4.0
4504,29213,3.87,4.0
4340,29204,3.87,4.0
4161,29200,4.07,4.0
3612,29182,3.92,4.0
3023,29179,4.12,4.0
3271,29179,3.86,4.0
4540,29168,3.93,4.0
2230,29156,3.7,4.0
2976,29154,4.03,4.0
2631,29122,4.29,4.0
3189,29103,4.05,4.0
2455,29071,3.86,4.0
4393,29069,4.11,4.0
5205,29063,3.79,4.0
3950,29058,4.03,4.0
3192,29055,4.13,4.0
3984,29053,4.36,4.0
2898,29048,4.01,4.0
4992,29043,4.05,4.0
3158,29029,3.88,4.0
4143,29018,3.83,4.0
3803,29008,4.11,4.0
3602,29003,4.26,4.0
4065,28989,3.8,4.0
4097,28979,3.7,4.0
3173,28978,3.43,3.0
3561,28970,4.11,4.0
3441,28952,3.85,4.0
5339,28950,3.87,4.0
5074,28944,4.09,4.0
2753,28943,3.77,4.0
3877,28930,4.34,4.0
3262,28922,3.66,4.0
3802,28921,3.94,4.0
4156,28913,4.4,4.0
4135,28910,3.84,4.0
3547,28900,4.82,5.0
4037,28896,3.58,4.0
3427,28891,3.84,4.0
4370,28890,4.13,4.0
3436,28875,3.99,4.0
3377,28875,3.82,4.0
3339,28870,3.97,4.0
3278,28866,4.45,4.0
3306,28857,4.29,4.0
2625,28856,3.66,4.0
2795,28853,4.0,4.0
3292,28849,4.07,4.0
2928,28845,4.3,4.0
4002,28845,4.14,4.0
3191,28820,4.17,4.0
3443,28815,4.08,4.0
3478,28789,3.99,4.0
4101,28776,3.94,4.0
4081,28734,3.82,4.0
3525,28720,4.18,4.0
4632,28719,3.91,4.0
3551,28712,3.69,4.0
3454,28690,4.22,4.0
3702,28687,4.29,4.0
3261,28675,4.13,4.0
3031,28674,4.05,4.0
3150,28664,3.94,4.0
3082,28657,4.47,4.0
5373,28656,4.17,4.0
3337,28655,4.1,4.0
2131,28654,4.63,5.0
3687,28653,3.66,4.0
1804,28651,4.13,4.0
2885,28647,4.31,4.0
3932,28621,4.31,4.0
2910,28619,4.1,4.0
3469,28617,4.21,4.0
3354,28598,4.09,4.0
3541,28593,4.08,4.0
4390,28584,4.03,4.0
3293,28581,3.96,4.0
4625,28580,3.94,4.0
3825,28569,4.29,4.0
3161,28549,3.79,4.0
3653,28536,4.34,4.0
3372,28506,3.44,3.0
3263,28503,4.39,4.0
2927,28501,4.21,4.0
4290,28461,4.19,4.0
3425,28453,3.78,4.0
3483,28436,3.92,4.0
4564,28430,4.38,4.0
4038,28430,3.77,4.0
3386,28428,4.07,4.0
4200,28422,3.94,4.0
3555,28416,3.82,4.0
3396,28386,4.07,4.0
3060,28386,4.24,4.0
4406,28373,3.7,4.0
3791,28342,3.94,4.0
5306,28341,4.18,4.0
4500,28332,4.09,4.0
3458,28327,4.25,4.0
4755,28322,4.34,4.0
2975,28316,4.05,4.0
4771,28315,4.39,4.0
4190,28303,4.34,4.0
3470,28299,2.67,3.0
2991,28292,4.07,4.0
2754,28291,3.57,4.0
2498,28283,3.64,4.0
3569,28283,4.12,4.0
3727,28276,4.14,4.0
3777,28260,3.92,4.0
5248,28253,3.85,4.0
4145,28214,3.91,4.0
3123,28205,4.33,4.0
3543,28203,4.12,4.0
2621,28177,4.07,4.0
2891,28159,4.01,4.0
3358,28149,3.59,4.0
3471,28139,3.69,4.0
5160,28133,4.15,4.0
4586,28129,3.92,4.0
3084,28129,4.28,4.0
4488,28127,4.08,4.0
4205,28119,3.92,4.0
5080,28104,4.16,4.0
3966,28103,4.13,4.0
3439,28095,3.75,4.0
3199,28063,3.42,3.0
3309,28058,3.46,3.0
3323,28050,3.99,4.0
3669,28034,4.11,4.0
4093,28027,4.06,4.0
4473,28027,4.18,4.0
3392,28024,4.15,4.0
3004,28020,4.0,4.0
3577,28011,4.36,4.0
3213,28006,3.49,3.0
3829,27997,4.16,4.0
3785,27989,3.84,4.0
2801,27987,3.96,4.0
4481,27982,3.88,4.0
3652,27974,3.92,4.0
3817,27968,4.13,4.0
3936,27961,3.91,4.0
2760,27953,4.07,4.0
4745,27948,4.19,4.0
4167,27933,4.2,4.0
3487,27928,3.79,4.0
4908,27918,3.85,4.0
4795,27905,3.88,4.0
3349,27904,3.41,3.0
3304,27904,4.06,4.0
3115,27892,4.25,4.0
4164,27884,3.75,4.0
2698,27860,4.18,4.0
3295,27855,4.51,5.0
4984,27854,3.85,4.0
4702,27848,4.28,4.0
3446,27845,4.0,4.0
3426,27839,3.87,4.0
4133,27831,3.85,4.0
4921,27823,4.2,4.0
2673,27819,4.0,4.0
3011,27784,3.94,4.0
3991,27783,3.6,4.0
3322,27778,4.1,4.0
3596,27776,3.82,4.0
3457,27754,4.46,4.0
3351,27725,4.23,4.0
2987,27723,4.22,4.0
3552,27721,4.42,4.0
3218,27719,3.46,3.0
3467,27718,4.05,4.0
3556,27717,4.11,4.0
4293,27715,3.96,4.0
3256,27706,4.29,4.0
3208,27706,3.52,4.0
4884,27704,3.93,4.0
4944,27691,3.9,4.0
3642,27690,4.06,4.0
4402,27679,3.97,4.0
3253,27675,3.92,4.0
3752,27673,4.04,4.0
3830,27673,3.65,4.0
5063,27655,4.11,4.0
3049,27652,3.75,4.0
3529,27650,3.61,4.0
3974,27647,3.93,4.0
3975,27642,3.92,4.0
5032,27639,4.31,4.0
3648,27629,4.15,4.0
3076,27628,3.6,4.0
4469,27612,4.02,4.0
2613,27578,4.02,4.0
4076,27570,4.0,4.0
3636,27569,4.12,4.0
2738,27563,3.82,4.0
3675,27544,4.28,4.0
3434,27534,3.95,4.0
3946,27532,4.32,4.0
3738,27529,3.88,4.0
3466,27523,3.92,4.0
4678,27521,4.12,4.0
2938,27519,4.35,4.0
3712,27511,3.82,4.0
3460,27510,4.11,4.0
4004,27472,3.85,4.0
3494,27469,4.32,4.0
2654,27456,4.01,4.0
3540,27437,4.11,4.0
3147,27437,3.66,4.0
4286,27425,4.07,4.0
3647,27402,4.21,4.0
3591,27401,3.72,4.0
4946,27399,4.03,4.0
3678,27392,3.96,4.0
3030,27371,3.87,4.0
3657,27362,4.0,4.0
3643,27361,4.56,5.0
3492,27359,4.05,4.0
3186,27358,4.09,4.0
5234,27353,4.0,4.0
3399,27352,4.44,4.0
4077,27345,3.87,4.0
4969,27343,4.32,4.0
4256,27332,3.95,4.0
3010,27314,3.83,4.0
5387,27311,4.15,4.0
1438,27308,3.56,4.0
3939,27307,3.81,4.0
3568,27305,3.97,4.0
4887,27293,3.92,4.0
4427,27279,4.48,4.0
5189,27278,4.26,4.0
4421,27260,4.38,4.0
3242,27244,3.8,4.0
3407,27242,3.59,4.0
3624,27240,3.81,4.0
3721,27238,4.1,4.0
3093,27237,4.06,4.0
3360,27234,3.76,4.0
4446,27228,4.1,4.0
3129,27221,3.98,4.0
3812,27215,4.07,4.0
3298,27207,3.92,4.0
3998,27206,4.15,4.0
2992,27196,3.91,4.0
3491,27178,3.9,4.0
3417,27173,4.58,5.0
3888,27160,4.07,4.0
3533,27152,3.95,4.0
3198,27146,4.2,4.0
3168,27137,4.35,4.0
3112,27132,3.55,4.0
3384,27124,4.26,4.0
4250,27123,3.94,4.0
3300,27116,4.07,4.0
4673,27115,3.6,4.0
3233,27109,3.94,4.0
3328,27105,4.15,4.0
5033,27065,4.34,4.0
3709,27061,3.81,4.0
5099,27057,3.69,4.0
3707,27052,4.05,4.0
3734,27046,3.98,4.0
3693,27034,3.68,4.0
4039,27030,3.85,4.0
3156,27011,4.02,4.0
4057,26995,3.86,4.0
4005,26981,3.65,4.0
6300,26970,3.7,4.0
4381,26949,4.52,5.0
2797,26931,3.7,4.0
5766,26921,4.01,4.0
3414,26920,4.25,4.0
4313,26913,3.8,4.0
4629,26899,4.19,4.0
1919,26898,4.33,4.0
3178,26888,3.96,4.0
5295,26888,4.22,4.0
3185,26878,3.97,4.0
3765,26861,4.06,4.0
3967,26848,3.86,4.0
4115,26847,4.06,4.0
4881,26844,4.16,4.0
3266,26841,3.37,3.0
4112,26837,3.99,4.0
3597,26820,3.9,4.0
3087,26820,4.02,4.0
3560,26815,3.88,4.0
3346,26813,4.06,4.0
5575,26804,3.92,4.0
3207,26798,3.61,4.0
3701,26791,3.97,4.0
5005,26783,4.06,4.0
4049,26774,3.19,3.0
4401,26762,3.56,4.0
3759,26733,4.17,4.0
3650,26716,4.09,4.0
2690,26713,4.22,4.0
5940,26697,4.16,4.0
3740,26690,4.07,4.0
4118,26687,4.09,4.0
3930,26685,4.05,4.0
4043,26676,4.08,4.0
3106,26665,3.34,3.0
3880,26658,4.1,4.0
4707,26657,3.81,4.0
4179,26636,4.23,4.0
3679,26633,4.38,4.0
3717,26623,3.83,4.0
3762,26623,3.86,4.0
4015,26621,3.86,4.0
3827,26608,4.11,4.0
2816,26604,3.92,4.0
5349,26598,4.3,4.0
5216,26597,4.23,4.0
3203,26597,3.75,4.0
3486,26584,3.68,4.0
3951,26578,4.01,4.0
3128,26575,4.44,4.0
3900,26561,3.96,4.0
3452,26560,4.21,4.0
3275,26551,4.25,4.0
3428,26550,3.82,4.0
3563,26542,3.92,4.0
3972,26538,3.76,4.0
3661,26532,4.12,4.0
5456,26503,4.2,4.0
5086,26468,3.92,4.0
5632,26468,4.06,4.0
5025,26456,4.07,4.0
4667,26455,4.38,4.0
3574,26454,4.4,4.0
3288,26440,4.08,4.0
4117,26421,4.25,4.0
4455,26419,3.95,4.0
4497,26416,4.09,4.0
3756,26412,3.96,4.0
3780,26410,3.97,4.0
3345,26390,3.62,4.0
4838,26388,4.05,4.0
3259,26377,4.19,4.0
3741,26364,4.29,4.0
3898,26360,4.2,4.0
3550,26350,4.18,4.0
2396,26350,4.08,4.0
4786,26347,3.91,4.0
4300,26345,4.02,4.0
3507,26344,3.94,4.0
3134,26331,3.92,4.0
5106,26325,3.7,4.0
3779,26312,3.85,4.0
4169,26307,3.27,3.0
3826,26306,3.57,4.0
3710,26304,3.9,4.0
3317,26295,4.2,4.0
4949,26291,4.12,4.0
4050,26289,4.33,4.0
4009,26287,4.14,4.0
5171,26286,4.02,4.0
3472,26284,3.66,4.0
3616,26274,4.09,4.0
3248,26267,4.23,4.0
4835,26266,3.99,4.0
3662,26265,3.9,4.0
3479,26262,3.71,4.0
4784,26259,3.65,4.0
3764,26254,4.24,4.0
3775,26250,3.83,4.0
3205,26249,3.96,4.0
3424,26237,4.14,4.0
3235,26232,4.4,4.0
4650,26219,4.13,4.0
4150,26211,4.06,4.0
4295,26202,3.5,4.0
5393,26188,4.24,4.0
4561,26184,4.26,4.0
5179,26178,3.95,4.0
4733,26160,4.07,4.0
4384,26150,3.93,4.0
4853,26144,4.32,4.0
4397,26136,4.07,4.0
4572,26126,4.42,4.0
3036,26117,4.02,4.0
5433,26116,3.69,4.0
5382,26108,3.92,4.0
4089,26094,3.58,4.0
3715,26082,4.25,4.0
3891,26075,4.28,4.0
4909,26075,3.85,4.0
3868,26075,4.13,4.0
3315,26070,3.82,4.0
3910,26068,3.83,4.0
4119,26065,4.19,4.0
2868,26060,3.61,4.0
3713,26055,3.83,4.0
3746,26045,4.06,4.0
3811,26015,4.01,4.0
4734,26004,4.2,4.0
4052,25997,4.16,4.0
3065,25995,4.17,4.0
5446,25991,3.71,4.0
2862,25990,3.82,4.0
2296,25985,4.23,4.0
5243,25947,3.95,4.0
2607,25934,3.63,4.0
5572,25930,4.1,4.0
6189,25915,4.02,4.0
3435,25914,3.67,4.0
4718,25913,4.05,4.0
4261,25905,4.09,4.0
4129,25879,3.92,4.0
3816,25871,4.01,4.0
3788,25868,3.73,4.0
3393,25865,3.89,4.0
4739,25849,3.9,4.0
3722,25841,4.31,4.0
3782,25832,3.74,4.0
4705,25824,4.17,4.0
4366,25818,4.16,4.0
4429,25816,4.05,4.0
5619,25813,3.89,4.0
4538,25811,3.96,4.0
4082,25805,3.85,4.0
3651,25800,3.96,4.0
3619,25797,3.83,4.0
5170,25788,4.36,4.0
3904,25787,3.69,4.0
4282,25782,4.37,4.0
4058,25780,3.88,4.0
2990,25777,3.97,4.0
3369,25774,3.8,4.0
3035,25767,4.19,4.0
4368,25758,3.84,4.0
3634,25757,4.35,4.0
3489,25752,3.86,4.0
3485,25728,3.97,4.0
3586,25706,4.26,4.0
3858,25698,4.12,4.0
3887,25680,3.73,4.0
3819,25679,3.71,4.0
4309,25679,4.14,4.0
3813,25675,3.95,4.0
3204,25674,3.88,4.0
3790,25668,4.05,4.0
3670,25665,3.94,4.0
3725,25663,4.25,4.0
4519,25650,4.12,4.0
3286,25625,4.28,4.0
3553,25623,4.2,4.0
3922,25603,3.96,4.0
4003,25592,4.29,4.0
3606,25578,4.16,4.0
3934,25577,4.14,4.0
3851,25574,3.97,4.0
3411,25570,4.04,4.0
3770,25552,4.12,4.0
4451,25551,3.97,4.0
3047,25544,4.19,4.0
5075,25533,3.93,4.0
3227,25533,4.48,4.0
2687,25533,3.66,4.0
5097,25532,4.35,4.0
5211,25531,3.87,4.0
2995,25526,3.83,4.0
4180,25526,4.1,4.0
3456,25523,3.92,4.0
4470,25523,4.25,4.0
4222,25518,4.28,4.0
3644,25515,4.05,4.0
5322,25508,4.21,4.0
3714,25504,4.24,4.0
3448,25504,3.78,4.0
3321,25493,4.09,4.0
3641,25488,4.24,4.0
4220,25487,4.02,4.0
4558,25476,3.96,4.0
5471,25474,4.15,4.0
3216,25474,4.14,4.0
4799,25473,4.04,4.0
3856,25469,4.13,4.0
3940,25466,4.19,4.0
3716,25452,3.99,4.0
3590,25452,4.01,4.0
3758,25448,4.05,4.0
3705,25433,3.74,4.0
4998,25432,4.12,4.0
3976,25426,3.87,4.0
3088,25413,3.94,4.0
3808,25412,3.62,4.0
4604,25402,3.78,4.0
4092,25401,4.16,4.0
5072,25388,3.82,4.0
3403,25374,3.72,4.0
3241,25371,3.79,4.0
3849,25366,3.97,4.0
3666,25359,4.43,4.0
3627,25349,4.09,4.0
3789,25343,3.79,4.0
5268,25340,4.03,4.0
3509,25332,3.96,4.0
5776,25322,3.8,4.0
3804,25312,3.8,4.0
3333,25306,4.1,4.0
4022,25293,4.1,4.0
3394,25288,4.09,4.0
3892,25280,4.02,4.0
3442,25267,4.18,4.0
6130,25262,4.02,4.0
4579,25245,4.1,4.0
5172,25217,3.87,4.0
3052,25210,3.7,4.0
3376,25200,4.3,4.0
2670,25197,4.0,4.0
5006,25188,3.69,4.0
3704,25185,4.46,4.0
4102,25180,4.15,4.0
3518,25172,3.98,4.0
3776,25167,3.12,3.0
3919,25166,3.78,4.0
3201,25135,3.31,3.0
2968,25123,4.05,4.0
6118,25102,3.66,4.0
3268,25099,4.19,4.0
3913,25096,4.04,4.0
4793,25093,4.26,4.0
4184,25090,3.64,4.0
3548,25082,3.52,4.0
3598,25074,4.02,4.0
3683,25071,4.1,4.0
3378,25066,4.34,4.0
4809,25064,4.23,4.0
3886,25045,3.55,4.0
3408,25043,3.97,4.0
5466,25037,4.28,4.0
3520,25023,4.32,4.0
3748,25021,4.15,4.0
6113,25018,3.9,4.0
3493,25002,3.51,4.0
4948,25001,4.05,4.0
3500,24990,4.03,4.0
4276,24985,4.0,4.0
4006,24976,3.94,4.0
5137,24972,4.13,4.0
3237,24967,4.29,4.0
3609,24964,4.26,4.0
4021,24959,4.07,4.0
4905,24958,4.37,4.0
4411,24957,3.84,4.0
4403,24954,4.22,4.0
3649,24952,4.13,4.0
4132,24949,4.12,4.0
5384,24936,3.94,4.0
4547,24936,4.33,4.0
3697,24932,3.87,4.0
3111,24925,3.95,4.0
5180,24920,3.64,4.0
3503,24920,4.2,4.0
2972,24907,4.05,4.0
3747,24907,4.08,4.0
3215,24898,3.82,4.0
3686,24896,3.99,4.0
3689,24895,3.91,4.0
3703,24885,3.64,4.0
4018,24885,3.66,4.0
5681,24872,3.94,4.0
3855,24871,4.16,4.0
4503,24870,3.92,4.0
1929,24865,3.78,4.0
4962,24842,3.9,4.0
5044,24839,4.34,4.0
3476,24828,4.28,4.0
3673,24819,3.87,4.0
3981,24815,4.0,4.0
3026,24811,3.59,4.0
6068,24800,4.47,4.0
4679,24796,4.13,4.0
4011,24790,4.18,4.0
4281,24781,4.09,4.0
4211,24778,3.87,4.0
5837,24776,4.1,4.0
3542,24768,3.43,3.0
3694,24760,3.67,4.0
